time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.83557	18.9749	4.85855	3.7963	0.514256	lidar	1.48095	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.59479	18.8377	4.93068	3.80319	0.498933	radar	33.1798	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.41245	18.717	4.8951	3.81635	0.479712	lidar	7.08868	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.25354	18.5645	4.83499	3.83491	0.423873	radar	18.8239	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12454	18.4131	4.75683	3.88049	0.477844	lidar	10.552	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91635	18.2325	4.85594	3.93484	0.634097	radar	41.2132	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64792	18.104	4.95025	3.89054	0.476393	lidar	20.5349	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.53135	17.929	4.85044	3.9263	0.443658	radar	54.5068	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28512	17.7704	4.93556	3.9003	0.343544	lidar	12.6488	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07834	17.5876	5.00828	3.93513	0.449151	radar	25.1177	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89079	17.5019	4.94514	3.90834	0.360636	lidar	43.3584	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.80254	17.2722	4.91491	4.03497	0.666675	radar	34.301	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.6193	17.0859	4.94779	4.04708	0.623836	lidar	2.12344	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.45888	16.9177	4.89677	4.02963	0.448713	radar	9.79892	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.28153	16.7545	4.89888	4.02515	0.394585	lidar	3.31529	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.05747	16.5935	4.93856	3.97669	0.222629	radar	22.1421	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91183	16.3392	4.98492	4.02868	0.301915	lidar	23.7349	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7416	16.1591	4.97478	4.01619	0.213719	radar	1.27768	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.52939	16.0033	5.00082	3.97962	0.118959	lidar	6.92794	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43369	15.7685	4.99894	4.08723	0.421608	radar	15.9527	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.262	15.5396	5.05532	4.10106	0.404111	lidar	7.79052	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.0737	15.3458	5.08586	4.08285	0.313142	radar	9.15128	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.863862	15.1211	5.17263	4.06615	0.242038	lidar	14.5385	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.736652	14.9219	5.11745	4.0741	0.187387	radar	12.6962	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.636909	14.7054	5.07152	4.11907	0.260034	lidar	5.09122	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.550397	14.4679	5.06174	4.19527	0.440881	radar	9.05154	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.37055	14.2456	5.12317	4.18058	0.362163	lidar	7.42989	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.225106	14.0016	5.20299	4.22549	0.496102	radar	19.5063	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.233808	13.7357	5.1161	4.34737	0.703406	lidar	27.925	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.133366	13.4913	5.14464	4.37994	0.711326	radar	1.8983	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0400153	13.266	5.19861	4.33932	0.538647	lidar	12.4854	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.181257	13.0455	5.17845	4.30352	0.354877	radar	7.05367	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.161235	12.8183	5.07348	4.41211	0.563199	lidar	27.2807	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.359267	12.6093	5.07918	4.3128	0.231719	radar	35.2892	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.463855	12.3735	5.08608	4.31898	0.21923	lidar	0.123359	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.657733	12.154	5.12669	4.24367	0.0158407	radar	20.6761	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.708123	11.9408	5.05916	4.29085	0.1177	lidar	11.667	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.91346	11.7164	5.13455	4.22199	-0.0305244	radar	33.2656	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.07844	11.4767	5.18674	4.1911	-0.0935728	lidar	6.67355	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.15255	11.2547	5.12881	4.21595	-0.0582463	radar	15.4286	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.31232	11.0362	5.15411	4.18596	-0.112083	lidar	3.19295	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.367	10.7798	5.15651	4.2804	0.197317	radar	14.5616	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.47714	10.5198	5.1914	4.29343	0.201317	lidar	4.33335	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.57385	10.2651	5.22754	4.33372	0.320202	radar	4.88015	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.65897	10.0648	5.16398	4.34855	0.324097	lidar	13.0749	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.71318	9.83071	5.11245	4.38103	0.338949	radar	7.26261	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77859	9.61261	5.06785	4.40608	0.361353	lidar	5.1054	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.95345	9.35593	5.18507	4.36071	0.247275	radar	39.4022	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-2.00131	9.04038	5.24792	4.41471	0.331559	lidar	32.939	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0462	8.80942	5.17036	4.4298	0.274897	radar	13.9177	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13447	8.5581	5.18728	4.42979	0.243482	lidar	0.961994	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.35361	8.2966	5.30987	4.32618	-0.0174877	radar	55.5803	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.38734	8.06581	5.23957	4.37514	0.0957651	lidar	16.1958	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36637	7.83904	5.11973	4.44833	0.217853	radar	41.7907	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4765	7.59743	5.14605	4.42527	0.145225	lidar	6.63033	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.72549	7.34181	5.26783	4.27684	-0.25527	radar	71.6464	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.82687	7.09486	5.27106	4.27345	-0.235516	lidar	0.78089	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83076	6.85676	5.19392	4.36776	0.0601091	radar	25.4356	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.88608	6.65864	5.09926	4.3879	0.0998894	lidar	25.9317	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.88977	6.46258	4.94079	4.4135	0.066423	radar	54.3092	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94896	6.22546	4.93044	4.42628	0.0866793	lidar	0.939932	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.12329	5.94906	5.08928	4.36409	-0.0422231	radar	55.488	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19756	5.67425	5.13077	4.3733	-0.0238645	lidar	8.76429	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.31409	5.43371	5.14706	4.33481	-0.142765	radar	2.26755	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.41068	5.17849	5.1729	4.32793	-0.144932	lidar	2.33302	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46341	4.93629	5.14825	4.37688	0.0408245	radar	5.39339	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56913	4.66739	5.21008	4.36652	0.0120665	lidar	14.4155	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6846	4.42343	5.22544	4.33252	-0.106955	radar	2.38578	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81744	4.16743	5.2844	4.30604	-0.150615	lidar	18.9776	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88732	3.91734	5.27347	4.35123	0.0441483	radar	5.02068	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96606	3.67944	5.24329	4.36077	0.0586469	lidar	4.79731	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.03185	3.49392	5.10237	4.35027	-0.0308333	radar	34.1729	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.12573	3.25121	5.11365	4.34724	-0.0341349	lidar	0.620707	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25353	2.9809	5.20509	4.31476	-0.137083	radar	14.5098	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3377	2.7095	5.24584	4.32008	-0.118391	lidar	10.2694	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.42981	2.45284	5.26767	4.33492	-0.0360884	radar	1.83716	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5367	2.19626	5.30148	4.33042	-0.0401416	lidar	6.18672	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65559	1.99753	5.22358	4.28027	-0.224597	radar	15.5924	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77344	1.73575	5.28282	4.2715	-0.216443	lidar	18.4344	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89119	1.47137	5.34048	4.26192	-0.221952	radar	5.41922	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.94053	1.2196	5.29403	4.28033	-0.179448	lidar	32.2174	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04475	1.02212	5.19639	4.27721	-0.126003	radar	15.8088	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.09249	0.776651	5.15589	4.29752	-0.0864027	lidar	24.3843	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.18131	0.429873	5.37691	4.32783	-0.0419715	radar	85.1412	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25039	0.183366	5.34245	4.33694	-0.0260018	lidar	8.64392	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.31242	-0.130337	5.44678	4.39128	0.133333	radar	25.1098	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.38147	-0.370696	5.395	4.39667	0.124764	lidar	11.9158	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.54942	-0.475125	5.13486	4.29187	-0.14544	radar	146.418	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70766	-0.670357	5.09045	4.24483	-0.228361	lidar	29.3627	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85404	-0.865219	5.05627	4.1868	-0.381361	radar	7.42349	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.95354	-1.11171	5.09332	4.197	-0.312709	lidar	12.3497	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02508	-1.41978	5.21534	4.26651	-0.084885	radar	41.6051	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17431	-1.62814	5.19008	4.22917	-0.161733	lidar	10.1671	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.33486	-1.83893	5.20805	4.15912	-0.386808	radar	8.19303	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.43932	-2.07661	5.21568	4.16704	-0.325763	lidar	5.98465	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.6061	-2.23251	5.10813	4.11043	-0.384996	radar	25.9294	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.76218	-2.44086	5.11365	4.08615	-0.395354	lidar	0.418601	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.91872	-2.63225	5.08871	4.05944	-0.400998	radar	1.32952	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.99639	-2.90033	5.1322	4.12468	-0.197431	lidar	35.8956	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.11264	-3.14196	5.14582	4.15522	-0.0827882	radar	3.30941	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22169	-3.34542	5.10478	4.15595	-0.0756429	lidar	6.86787	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.31316	-3.63171	5.18609	4.21197	0.0442034	radar	22.6918	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.46984	-3.77515	5.08462	4.14405	-0.122405	lidar	35.2756	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.63068	-3.9729	5.0904	4.1047	-0.224963	radar	2.03304	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79748	-4.20221	5.13471	4.0951	-0.217911	lidar	6.58795	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.93319	-4.42922	5.15228	4.10307	-0.175203	radar	1.44955	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.10961	-4.66928	5.21271	4.09655	-0.165484	lidar	12.3201	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.24019	-4.87773	5.16144	4.1181	-0.046837	radar	7.20643	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.37009	-5.09863	5.16115	4.1289	-0.0166253	lidar	0.603417	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.57835	-5.21284	5.04519	4.04501	-0.167309	radar	50.3877	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.77668	-5.42492	5.09407	4.02157	-0.197802	lidar	11.5797	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.93041	-5.62227	5.07797	4.02386	-0.156399	radar	0.818066	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0771	-5.81842	5.06758	4.02552	-0.135418	lidar	0.919441	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.27149	-5.94869	4.98131	3.97238	-0.209917	radar	22.9404	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.43117	-6.05353	4.8796	3.91693	-0.320383	lidar	29.0099	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.59582	-6.23261	4.87671	3.91535	-0.283186	radar	0.524534	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.71388	-6.4649	4.89793	3.97758	-0.105991	lidar	9.28115	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.99985	-6.51054	4.87505	3.7996	-0.525285	radar	63.4838	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1847	-6.71123	4.92413	3.81695	-0.42177	lidar	7.64924	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3892	-6.85736	4.94203	3.78393	-0.452671	radar	1.06301	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.6051	-7.08327	5.03558	3.81105	-0.330394	lidar	29.0745	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.8624	-7.15908	5.02869	3.70389	-0.541009	radar	18.942	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0845	-7.37536	5.11144	3.73655	-0.397327	lidar	24.7817	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2847	-7.52129	5.0838	3.7272	-0.373602	radar	1.91558	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.383	-7.71541	4.9995	3.80699	-0.156217	lidar	38.7814	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.6097	-7.81868	4.98327	3.74804	-0.27062	radar	7.50073	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7513	-7.94238	4.89794	3.75418	-0.229679	lidar	27.1166	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9599	-8.0439	4.84119	3.71172	-0.299298	radar	8.64106	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.154	-8.14969	4.81124	3.68465	-0.327491	lidar	3.3176	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.4016	-8.24365	4.88014	3.62993	-0.403665	radar	15.8372	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5764	-8.34193	4.8208	3.61877	-0.386816	lidar	12.5773	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8071	-8.40384	4.78358	3.55071	-0.507914	radar	6.55607	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0798	-8.52521	4.86654	3.52567	-0.500946	lidar	24.606	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3444	-8.57063	4.91528	3.45856	-0.572878	radar	16.4298	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5367	-8.6372	4.85725	3.44052	-0.555148	lidar	11.2991	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7938	-8.63312	4.83565	3.33356	-0.755272	radar	11.353	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.993	-8.8087	4.82778	3.41703	-0.495286	lidar	19.4603	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2455	-8.88122	4.89678	3.41446	-0.396034	radar	13.9274	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4462	-9.04996	4.87543	3.49	-0.194113	lidar	11.4728	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6566	-9.1539	4.84099	3.4994	-0.165461	radar	4.95674	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9464	-9.13851	4.89897	3.39097	-0.380083	lidar	12.9854	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1712	-9.22442	4.8895	3.39919	-0.320074	radar	2.87893	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4432	-9.37799	4.96262	3.44689	-0.183994	lidar	37.3965	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6855	-9.39418	4.9159	3.37294	-0.365509	radar	12.0797	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.949	-9.49698	4.96144	3.38705	-0.29491	lidar	12.4316	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.235	-9.43106	4.97515	3.24714	-0.592215	radar	46.6376	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.476	-9.42252	4.96074	3.19392	-0.643565	lidar	2.50348	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7095	-9.45031	4.93458	3.17137	-0.644651	radar	5.89733	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9922	-9.43353	4.98657	3.11822	-0.681811	lidar	6.36496	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1891	-9.5864	4.91189	3.22818	-0.368699	radar	120.998	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4597	-9.58686	4.95149	3.19295	-0.39907	lidar	3.27075	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7173	-9.54437	4.95966	3.12042	-0.534251	radar	10.1066	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9727	-9.49012	4.97751	3.05849	-0.604833	lidar	2.52338	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2279	-9.42992	4.99143	2.99408	-0.689333	radar	5.08377	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.423	-9.48397	4.89172	3.03117	-0.556289	lidar	18.9511	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6624	-9.50198	4.88389	3.05567	-0.410955	radar	7.34465	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9141	-9.4909	4.89301	3.04389	-0.393346	lidar	0.964524	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1651	-9.45747	4.91296	3.02603	-0.370125	radar	2.66697	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3975	-9.3027	4.94127	2.91732	-0.546888	lidar	25.9701	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6446	-9.19979	4.96583	2.84961	-0.645297	radar	10.3493	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8834	-9.06404	4.99767	2.77552	-0.722439	lidar	5.36409	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.15	-8.90641	5.09201	2.72563	-0.667585	radar	95.5279	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3261	-9.0871	4.83933	2.86717	-0.38347	lidar	147.5	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5496	-9.07191	4.79708	2.8869	-0.298738	radar	25.0555	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7573	-8.97723	4.78398	2.84808	-0.343982	lidar	5.9092	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9921	-8.86153	4.81899	2.79601	-0.424876	radar	17.2631	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1763	-8.80617	4.7418	2.78867	-0.400959	lidar	11.4473	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3983	-8.69999	4.75475	2.74777	-0.456425	radar	3.13118	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5915	-8.70291	4.65086	2.78475	-0.348351	lidar	18.3279	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8033	-8.50771	4.70423	2.65279	-0.665675	radar	74.0278	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0028	-8.45759	4.64657	2.66016	-0.592119	lidar	6.91717	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2269	-8.33507	4.69195	2.65139	-0.485714	radar	20.285	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.464	-8.26799	4.69556	2.66208	-0.422948	lidar	9.74884	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6564	-8.17246	4.65692	2.6312	-0.485914	radar	13.7222	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8829	-7.92499	4.80445	2.53327	-0.609095	lidar	36.7242	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0578	-7.78361	4.77306	2.46936	-0.747716	radar	12.3671	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2906	-7.61213	4.85272	2.4345	-0.736118	lidar	15.7411	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5012	-7.46412	4.88096	2.45441	-0.51717	radar	15.1514	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6571	-7.32227	4.82825	2.42707	-0.524833	lidar	6.38679	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8503	-7.14154	4.86817	2.40802	-0.470042	radar	17.7978	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
